"goods_img","goods_title","goods_price","goods_sales","shop_title","shop_platform","goods_link","grab_time","page_type","category"

"https://imgservice3.suning.cn/uimg1/b2c/image/t5Q2MZamDa1_u1FVk9UnRg.jpg_400w_400h_4e","彪马(PUMA)男鞋女鞋新款缓震舒适低帮运动鞋复古休闲鞋 374127-01 ZP缓震舒适低帮运动鞋复古休闲鞋","34900.00","2","苏宁自营","苏宁","https://product.suning.com/0000000000/12436108957.html","2025-07-07 09:22","product","运动户外"

"https://imgservice5.suning.cn/uimg1/b2c/image/U2P_SIEt23CagP-3xOPhrg.jpg_400w_400h_4e","彪马(PUMA)男鞋女鞋新款拼接撞色面包鞋耐磨运动鞋缓震舒适休闲鞋 395084-01 ZP耐磨运动鞋缓震舒适休闲鞋","53900.00","0","苏宁自营","苏宁","https://product.suning.com/0000000000/12436087399.html","2025-07-07 09:22","product","运动户外"

"https://imgservice2.suning.cn/uimg1/b2c/image/8PlXl9dLSWV_ee_SQhKCuQ.jpg_400w_400h_4e","PUMA彪马板鞋女鞋23秋季新款舒适透气运动鞋轻便防滑耐磨低帮休闲鞋子 397250-01热卖中","51440.00","1","苏宁自营","苏宁","https://product.suning.com/0000000000/12418859232.html","2025-07-07 09:22","product","运动户外"

"https://imgservice2.suning.cn/uimg1/b2c/image/QxDx3XALLKCr1hsHpFTVUQ.jpg_400w_400h_4e","彪马(PUMA)男鞋女鞋情侣运动鞋潮流时尚复古低帮休闲鞋板鞋 395736-03热卖中","42340.00","1","苏宁自营","苏宁","https://product.suning.com/0000000000/12429487951.html","2025-07-07 09:22","product","运动户外"

"https://imgservice1.suning.cn/uimg1/b2c/image/WqjlzrDVuW9sWXA6TMdNpw.jpg_400w_400h_4e","彪马(PUMA)男鞋女鞋 秋季新款跑步健身训练运动鞋子户外透气耐磨休闲鞋 392291热卖中","31300.00","1","苏宁自营","苏宁","https://product.suning.com/0000000000/12422586661.html","2025-07-07 09:22","product","运动户外"

"https://imgservice1.suning.cn/uimg1/b2c/image/ULcB06tXl68NKtiqMIl2XQ.jpg_400w_400h_4e","彪马(PUMA)男鞋女鞋户外出行运动鞋舒适耐磨透气休闲鞋板鞋 384857-02热卖中","30960.00","1","苏宁自营","苏宁","https://product.suning.com/0000000000/12429487784.html","2025-07-07 09:22","product","运动户外"

"https://imgservice4.suning.cn/uimg1/b2c/image/6M9yzQpcb9pEN6ba6VUhqQ.jpg_400w_400h_4e","彪马(PUMA)男鞋女鞋新款缓震耐磨轻便舒适运动鞋休闲鞋386269-01 ZP缓震耐磨轻便舒适运动鞋","32900.00","1","苏宁自营","苏宁","https://product.suning.com/0000000000/12436115228.html","2025-07-07 09:22","product","运动户外"

"https://imgservice1.suning.cn/uimg1/b2c/image/0hnp0_ZjocnKQTgkksBTGA.jpg_400w_400h_4e","彪马(PUMA)女鞋 新款厚底运动鞋复古潮流轻便休闲鞋板鞋397461-03 ZP复古潮流轻便休闲鞋板鞋","50900.00","0","苏宁自营","苏宁","https://product.suning.com/0000000000/12436168730.html","2025-07-07 09:22","product","运动户外"

"https://imgservice1.suning.cn/uimg1/b2c/image/u1SneUS02vTQVMCrDT5sjA.jpg_400w_400h_4e","彪马(PUMA)女鞋新款板鞋厚底增高平底鞋户外出行休闲鞋运动板鞋 397462-04 ZP厚底增高平底鞋户外出行休闲鞋","55900.00","0","苏宁自营","苏宁","https://product.suning.com/0000000000/12436168745.html","2025-07-07 09:22","product","运动户外"

"https://imgservice2.suning.cn/uimg1/b2c/image/i5yu3_ujjnH0ovYE-j2AAQ.jpg_400w_400h_4e","彪马(PUMA)男鞋女鞋 新款德训鞋撞色拼接休闲鞋运动情侣鞋低帮板鞋 396463-02 ZP撞色拼接休闲鞋","59900.00","0","苏宁自营","苏宁","https://product.suning.com/0000000000/12436090080.html","2025-07-07 09:22","product","运动户外"

